prefix;maxDigits;minDigits;usage;info
36705;11;6;Geographic Area Code;Oberweißbach Thüringer Wald
3671;11;6;Geographic Area Code;Saalfeld Saale
3672;11;6;Geographic Area Code;Rudolstadt
36730;11;6;Geographic Area Code;Sitzendorf
36731;11;6;Geographic Area Code;Unterloquitz
36732;11;6;Geographic Area Code;Könitz
36733;11;6;Geographic Area Code;Kaulsdorf
36734;11;6;Geographic Area Code;Leutenberg
36735;11;6;Geographic Area Code;Probstzella
36736;11;6;Geographic Area Code;Arnsgereuth
36737;11;6;Geographic Area Code;Drognitz
36738;11;6;Geographic Area Code;Königsee
36739;11;6;Geographic Area Code;Rottenbach
36741;11;6;Geographic Area Code;Bad Blankenburg
36742;11;6;Geographic Area Code;Uhlstädt
36743;11;6;Geographic Area Code;Teichel
36744;11;6;Geographic Area Code;Remda
3675;11;6;Geographic Area Code;Sonneberg Thüringen
36761;11;6;Geographic Area Code;Heubisch
36762;11;6;Geographic Area Code;Steinach Thüringen
36764;11;6;Geographic Area Code;Neuhaus-Schierschnitz
36766;11;6;Geographic Area Code;Schalkau
3677;11;6;Geographic Area Code;Ilmenau Thüringen
36781;11;6;Geographic Area Code;Grossbreitenbach
36782;11;6;Geographic Area Code;Schmiedefeld am Rennsteig
36783;11;6;Geographic Area Code;Gehren Thüringen
36784;11;6;Geographic Area Code;Stützerbach
36785;11;6;Geographic Area Code;Gräfinau-Angstedt
3679;11;6;Geographic Area Code;Neuhaus am Rennweg
3681;11;6;Geographic Area Code;Suhl
3682;11;6;Geographic Area Code;Zella-Mehlis
3683;11;6;Geographic Area Code;Schmalkalden
36840;11;6;Geographic Area Code;Trusetal
36841;11;6;Geographic Area Code;Schleusingen
36842;11;6;Geographic Area Code;Oberhof Thüringen
36843;11;6;Geographic Area Code;Benshausen
36844;11;6;Geographic Area Code;Rohr Thüringen
36845;11;6;Geographic Area Code;Gehlberg
36846;11;6;Geographic Area Code;Suhl-Dietzhausen
36847;11;6;Geographic Area Code;Steinbach-Hallenberg
36848;11;6;Geographic Area Code;Wernshausen
36849;11;6;Geographic Area Code;Kleinschmalkalden
3685;11;6;Geographic Area Code;Hildburghausen
3686;11;6;Geographic Area Code;Eisfeld
36870;11;6;Geographic Area Code;Masserberg
36871;11;6;Geographic Area Code;Bad Colberg-Heldburg
36873;11;6;Geographic Area Code;Themar
36874;11;6;Geographic Area Code;Schönbrunn bei Hildburghaus
36875;11;6;Geographic Area Code;Straufhain-Streufdorf
36878;11;6;Geographic Area Code;Oberland
3691;11;6;Geographic Area Code;Eisenach Thüringen
36920;11;6;Geographic Area Code;Grossenlupnitz
36921;11;6;Geographic Area Code;Wutha-Farnroda
36922;11;6;Geographic Area Code;Gerstungen
36923;11;6;Geographic Area Code;Treffurt
36924;11;6;Geographic Area Code;Mihla
36925;11;6;Geographic Area Code;Marksuhl
36926;11;6;Geographic Area Code;Creuzburg
36927;11;6;Geographic Area Code;Unterellen
36928;11;6;Geographic Area Code;Neuenhof Thüringen
36929;11;6;Geographic Area Code;Ruhla
3693;11;6;Geographic Area Code;Meiningen
36940;11;6;Geographic Area Code;Oepfershausen
36941;11;6;Geographic Area Code;Wasungen
36943;11;6;Geographic Area Code;Bettenhausen Thüringen
36944;11;6;Geographic Area Code;Rentwertshausen
36945;11;6;Geographic Area Code;Henneberg
36946;11;6;Geographic Area Code;Erbenhausen Thüringen
36947;11;6;Geographic Area Code;Jüchsen
36948;11;6;Geographic Area Code;Römhild
36949;11;6;Geographic Area Code;Obermaßfeld-Grimmenthal
3695;11;6;Geographic Area Code;Bad Salzungen
36961;11;6;Geographic Area Code;Bad Liebenstein
36962;11;6;Geographic Area Code;Vacha
36963;11;6;Geographic Area Code;Dorndorf Rhön
36964;11;6;Geographic Area Code;Dermbach Rhön
36965;11;6;Geographic Area Code;Stadtlengsfeld
36966;11;6;Geographic Area Code;Kaltennordheim
36967;11;6;Geographic Area Code;Geisa
36968;11;6;Geographic Area Code;Rossdorf Rhön
36969;11;6;Geographic Area Code;Merkers
371;11;6;Geographic Area Code;Chemnitz Sachsen
37200;11;6;Geographic Area Code;Wittgensdorf bei Chemnitz
37202;11;6;Geographic Area Code;Claussnitz bei Chemnitz
37203;11;6;Geographic Area Code;Gersdorf bei Chemnitz
37204;11;6;Geographic Area Code;Lichtenstein Sachsen
37206;11;6;Geographic Area Code;Frankenberg Sachsen
37207;11;6;Geographic Area Code;Hainichen Sachsen
37208;11;6;Geographic Area Code;Auerswalde
37209;11;6;Geographic Area Code;Einsiedel bei Chemnitz
3721;11;6;Geographic Area Code;Meinersdorf
3722;11;6;Geographic Area Code;Limbach-Oberfrohna
3723;11;6;Geographic Area Code;Hohenstein-Ernstthal
3724;11;6;Geographic Area Code;Burgstädt
3725;11;6;Geographic Area Code;Zschopau
3726;11;6;Geographic Area Code;Flöha
3727;11;6;Geographic Area Code;Mittweida
37291;11;6;Geographic Area Code;Augustusburg
37292;11;6;Geographic Area Code;Oederan
37293;11;6;Geographic Area Code;Eppendorf Sachsen
37294;11;6;Geographic Area Code;Grünhainichen
37295;11;6;Geographic Area Code;Lugau Erzgebirge
37296;11;6;Geographic Area Code;Stollberg Erzgebirge
37297;11;6;Geographic Area Code;Thum Sachsen
37298;11;6;Geographic Area Code;Oelsnitz Erzgebirge
3731;11;6;Geographic Area Code;Freiberg Sachsen
37320;11;6;Geographic Area Code;Mulda Sachsen
37321;11;6;Geographic Area Code;Frankenstein Sachsen
37322;11;6;Geographic Area Code;Brand-Erbisdorf
37323;11;6;Geographic Area Code;Lichtenberg Erzgebirge
37324;11;6;Geographic Area Code;Reinsberg Sachsen
37325;11;6;Geographic Area Code;Niederbobritzsch
37326;11;6;Geographic Area Code;Frauenstein Sachsen
37327;11;6;Geographic Area Code;Rechenberg-Bienenmühle
37328;11;6;Geographic Area Code;Grossschirma
37329;11;6;Geographic Area Code;Grosshartmannsdorf
3733;11;6;Geographic Area Code;Annaberg-Buchholz
37341;11;6;Geographic Area Code;Ehrenfriedersdorf
37342;11;6;Geographic Area Code;Cranzahl
37343;11;6;Geographic Area Code;Jöhstadt
37344;11;6;Geographic Area Code;Crottendorf Sachsen
37346;11;6;Geographic Area Code;Geyer
37347;11;6;Geographic Area Code;Bärenstein Kreis Annaberg
37348;11;6;Geographic Area Code;Oberwiesenthal Kurort
37349;11;6;Geographic Area Code;Scheibenberg
3735;11;6;Geographic Area Code;Marienberg Sachsen
37360;11;6;Geographic Area Code;Olbernhau
37361;11;6;Geographic Area Code;Neuhausen Erzgebirge
37362;11;6;Geographic Area Code;Seiffen Erzgebirge
37363;11;6;Geographic Area Code;Zöblitz
37364;11;6;Geographic Area Code;Reitzenhain Erzgebirge
37365;11;6;Geographic Area Code;Sayda
37366;11;6;Geographic Area Code;Rübenau
37367;11;6;Geographic Area Code;Lengefeld Erzgebirge
37368;11;6;Geographic Area Code;Deutschneudorf
37369;11;6;Geographic Area Code;Wolkenstein
3737;11;6;Geographic Area Code;Rochlitz
37381;11;6;Geographic Area Code;Penig
37382;11;6;Geographic Area Code;Geringswalde
37383;11;6;Geographic Area Code;Lunzenau
37384;11;6;Geographic Area Code;Wechselburg
3741;11;6;Geographic Area Code;Plauen
37421;11;6;Geographic Area Code;Oelsnitz Vogtland
37422;11;6;Geographic Area Code;Markneukirchen
37423;11;6;Geographic Area Code;Adorf Vogtland
37430;11;6;Geographic Area Code;Eichigt
37431;11;6;Geographic Area Code;Mehltheuer Vogtland
37432;11;6;Geographic Area Code;Pausa Vogtland
37433;11;6;Geographic Area Code;Gutenfürst
37434;11;6;Geographic Area Code;Bobenneukirchen
37435;11;6;Geographic Area Code;Reuth bei Plauen
37436;11;6;Geographic Area Code;Weischlitz
37437;11;6;Geographic Area Code;Bad Elster
37438;11;6;Geographic Area Code;Bad Brambach
37439;11;6;Geographic Area Code;Jocketa
3744;11;6;Geographic Area Code;Auerbach Vogtland
3745;11;6;Geographic Area Code;Falkenstein Vogtland
37462;11;6;Geographic Area Code;Rothenkirchen Vogtland
37463;11;6;Geographic Area Code;Bergen Vogtland
37464;11;6;Geographic Area Code;Schöneck Vogtland
37465;11;6;Geographic Area Code;Tannenbergsthal Vogtland
37467;11;6;Geographic Area Code;Klingenthal Sachsen
37468;11;6;Geographic Area Code;Treuen Vogtland
375;11;6;Geographic Area Code;Zwickau
37600;11;6;Geographic Area Code;Neumark Sachsen
37601;11;6;Geographic Area Code;Mülsen Skt Jacob
37602;11;6;Geographic Area Code;Kirchberg Sachsen
37603;11;6;Geographic Area Code;Wildenfels
37604;11;6;Geographic Area Code;Mosel
37605;11;6;Geographic Area Code;Hartenstein Sachsen
37606;11;6;Geographic Area Code;Lengenfeld Vogtland
37607;11;6;Geographic Area Code;Ebersbrunn Sachsen
37608;11;6;Geographic Area Code;Waldenburg Sachsen
37609;11;6;Geographic Area Code;Wolkenburg Mulde
3761;11;6;Geographic Area Code;Werdau Sachsen
3762;11;6;Geographic Area Code;Crimmitschau
3763;11;6;Geographic Area Code;Glauchau
3764;11;6;Geographic Area Code;Meerane
3765;11;6;Geographic Area Code;Reichenbach Vogtland
3771;11;6;Geographic Area Code;Aue Sachsen
3772;11;6;Geographic Area Code;Schneeberg Erzgebirge
3773;11;6;Geographic Area Code;Johanngeorgenstadt
3774;11;6;Geographic Area Code;Schwarzenberg
37752;11;6;Geographic Area Code;Eibenstock
37754;11;6;Geographic Area Code;Zwönitz
37755;11;6;Geographic Area Code;Schönheide Erzgebirge
37756;11;6;Geographic Area Code;Breitenbrunn Erzgebirge
37757;11;6;Geographic Area Code;Rittersgrün
381;11;6;Geographic Area Code;Rostock
38201;11;6;Geographic Area Code;Gelbensande
38202;11;6;Geographic Area Code;Volkenshagen
38203;11;6;Geographic Area Code;Bad Doberan
38204;11;6;Geographic Area Code;Broderstorf
38205;11;6;Geographic Area Code;Tessin bei Rostock
38206;11;6;Geographic Area Code;Graal-Müritz Seeheilbad
38207;11;6;Geographic Area Code;Stäbelow
38208;11;6;Geographic Area Code;Kavelstorf
38209;11;6;Geographic Area Code;Sanitz bei Rostock
3821;11;6;Geographic Area Code;Ribnitz-Damgarten
38220;11;6;Geographic Area Code;Wustrow Ostseebad
38221;11;6;Geographic Area Code;Marlow
38222;11;6;Geographic Area Code;Semlow
38223;11;6;Geographic Area Code;Saal Vorpom
38224;11;6;Geographic Area Code;Gresenhorst
38225;11;6;Geographic Area Code;Trinwillershagen
38226;11;6;Geographic Area Code;Dierhagen Ostseebad
38227;11;6;Geographic Area Code;Lüdershagen bei Barth
38228;11;6;Geographic Area Code;Dettmannsdorf-Kölzow
38229;11;6;Geographic Area Code;Bad Sülze
38231;11;6;Geographic Area Code;Barth
38232;11;6;Geographic Area Code;Zingst Ostseebad
38233;11;6;Geographic Area Code;Prerow Ostseebad
38234;11;6;Geographic Area Code;Born Darß
38292;11;6;Geographic Area Code;Kröpelin
38293;11;6;Geographic Area Code;Kühlungsborn Ostseebad
38294;11;6;Geographic Area Code;Neubukow
38295;11;6;Geographic Area Code;Satow bei Bad Doberan
38296;11;6;Geographic Area Code;Rerik Ostseebad
38297;11;6;Geographic Area Code;Moitin
38300;11;6;Geographic Area Code;Insel Hiddensee
38301;11;6;Geographic Area Code;Putbus
38302;11;6;Geographic Area Code;Sagard
38303;11;6;Geographic Area Code;Sellin Ostseebad
38304;11;6;Geographic Area Code;Garz Rügen
38305;11;6;Geographic Area Code;Gingst
38306;11;6;Geographic Area Code;Samtens
38307;11;6;Geographic Area Code;Poseritz
38308;11;6;Geographic Area Code;Göhren Rügen
38309;11;6;Geographic Area Code;Trent
3831;11;6;Geographic Area Code;Stralsund
38320;11;6;Geographic Area Code;Tribsees
38321;11;6;Geographic Area Code;Martensdorf bei Stralsund
38322;11;6;Geographic Area Code;Richtenberg
38323;11;6;Geographic Area Code;Prohn
38324;11;6;Geographic Area Code;Velgast
38325;11;6;Geographic Area Code;Rolofshagen
38326;11;6;Geographic Area Code;Grimmen
38327;11;6;Geographic Area Code;Elmenhorst Vorpom
38328;11;6;Geographic Area Code;Miltzow
38331;11;6;Geographic Area Code;Rakow Vorpom
38332;11;6;Geographic Area Code;Gross Bisdorf
38333;11;6;Geographic Area Code;Horst bei Grimmen
38334;11;6;Geographic Area Code;Grammendorf
3834;11;6;Geographic Area Code;Greifswald
38351;11;6;Geographic Area Code;Mesekenhagen
38352;11;6;Geographic Area Code;Kemnitz bei Greifswald
38353;11;6;Geographic Area Code;Gützkow bei Greifswald
38354;11;6;Geographic Area Code;Wusterhusen
38355;11;6;Geographic Area Code;Züssow
38356;11;6;Geographic Area Code;Behrenhoff
3836;11;6;Geographic Area Code;Wolgast
38370;11;6;Geographic Area Code;Kröslin
38371;11;6;Geographic Area Code;Karlshagen
38372;11;6;Geographic Area Code;Usedom
38373;11;6;Geographic Area Code;Katzow
38374;11;6;Geographic Area Code;Lassan bei Wolgast
38375;11;6;Geographic Area Code;Koserow
38376;11;6;Geographic Area Code;Zirchow
38377;11;6;Geographic Area Code;Zinnowitz
38378;11;6;Geographic Area Code;Heringsdorf Seebad
38379;11;6;Geographic Area Code;Benz Usedom
3838;11;6;Geographic Area Code;Bergen auf Rügen
38391;11;6;Geographic Area Code;Altenkirchen Rügen
38392;11;6;Geographic Area Code;Sassnitz
38393;11;6;Geographic Area Code;Binz Ostseebad
3841;11;6;Geographic Area Code;Wismar 
38422;11;6;Geographic Area Code;Neukloster
38423;11;6;Geographic Area Code;Bad Kleinen
38424;11;6;Geographic Area Code;Bobitz
38425;11;6;Geographic Area Code;Kirchdorf Poel
38426;11;6;Geographic Area Code;Neuburg-Steinhausen
38427;11;6;Geographic Area Code;Blowatz
38428;11;6;Geographic Area Code;Hohenkirchen bei Wismar
38429;11;6;Geographic Area Code;Glasin
3843;11;6;Geographic Area Code;Güstrow
3844;11;6;Geographic Area Code;Schwaan
38450;11;6;Geographic Area Code;Tarnow bei Bützow
38451;11;6;Geographic Area Code;Hoppenrade bei Güstrow
38452;11;6;Geographic Area Code;Lalendorf
38453;11;6;Geographic Area Code;Mistorf
38454;11;6;Geographic Area Code;Kritzkow
38455;11;6;Geographic Area Code;Plaaz
38456;11;6;Geographic Area Code;Langhagen bei Güstrow
38457;11;6;Geographic Area Code;Krakow am See
38458;11;6;Geographic Area Code;Zehna
38459;11;6;Geographic Area Code;Laage
38461;11;6;Geographic Area Code;Bützow
38462;11;6;Geographic Area Code;Baumgarten
38464;11;6;Geographic Area Code;Bernitt
38466;11;6;Geographic Area Code;Jürgenshagen
3847;11;6;Geographic Area Code;Sternberg
38481;11;6;Geographic Area Code;Witzin
38482;11;6;Geographic Area Code;Warin
38483;11;6;Geographic Area Code;Brüel
38484;11;6;Geographic Area Code;Ventschow
38485;11;6;Geographic Area Code;Dabel
38486;11;6;Geographic Area Code;Gustävel
38488;11;6;Geographic Area Code;Demen
385;11;6;Geographic Area Code;Schwerin 
3860;11;6;Geographic Area Code;Raben Steinfeld
3861;11;6;Geographic Area Code;Plate
3863;11;6;Geographic Area Code;Crivitz
3865;11;6;Geographic Area Code;Holthusen
3866;11;6;Geographic Area Code;Cambs
3867;11;6;Geographic Area Code;Lübstorf
3868;11;6;Geographic Area Code;Rastow
3869;11;6;Geographic Area Code;Dümmer
3871;11;6;Geographic Area Code;Parchim
38720;11;6;Geographic Area Code;Grebbin
38721;11;6;Geographic Area Code;Ziegendorf
38722;11;6;Geographic Area Code;Raduhn
38723;11;6;Geographic Area Code;Kladrum
38724;11;6;Geographic Area Code;Siggelkow
38725;11;6;Geographic Area Code;Gross Godems
38726;11;6;Geographic Area Code;Spornitz
38727;11;6;Geographic Area Code;Mestlin
38728;11;6;Geographic Area Code;Domsühl
38729;11;6;Geographic Area Code;Marnitz
38731;11;6;Geographic Area Code;Lübz
38732;11;6;Geographic Area Code;Gallin bei Lübz
38733;11;6;Geographic Area Code;Karbow-Vietlübbe
38735;11;6;Geographic Area Code;Plau am See
38736;11;6;Geographic Area Code;Goldberg 
38737;11;6;Geographic Area Code;Ganzlin
38738;11;6;Geographic Area Code;Karow bei Lübz
3874;11;6;Geographic Area Code;Ludwigslust 
38750;11;6;Geographic Area Code;Malliss
38751;11;6;Geographic Area Code;Picher
38752;11;6;Geographic Area Code;Zierzow bei Ludwigslust
38753;11;6;Geographic Area Code;Wöbbelin
38754;11;6;Geographic Area Code;Leussow bei Ludwigslust
38755;11;6;Geographic Area Code;Eldena
38756;11;6;Geographic Area Code;Grabow 
38757;11;6;Geographic Area Code;Neustadt-Glewe
38758;11;6;Geographic Area Code;Dömitz
38759;11;6;Geographic Area Code;Tewswoos
3876;11;6;Geographic Area Code;Perleberg
3877;11;6;Geographic Area Code;Wittenberge
38780;11;6;Geographic Area Code;Lanz Brandenburg
38781;11;6;Geographic Area Code;Mellen
38782;11;6;Geographic Area Code;Reetz bei Perleberg
38783;11;6;Geographic Area Code;Dallmin
38784;11;6;Geographic Area Code;Kleinow Kreis Prignitz
38785;11;6;Geographic Area Code;Berge bei Perleberg
38787;11;6;Geographic Area Code;Glöwen
38788;11;6;Geographic Area Code;Gross Warnow
38789;11;6;Geographic Area Code;Wolfshagen bei Perleberg
38791;11;6;Geographic Area Code;Bad Wilsnack
38792;11;6;Geographic Area Code;Lenzen (Elbe)
38793;11;6;Geographic Area Code;Dergenthin
38794;11;6;Geographic Area Code;Cumlosen
38796;11;6;Geographic Area Code;Viesecke
38797;11;6;Geographic Area Code;Karstädt Kreis Prignitz
3881;11;6;Geographic Area Code;Grevesmühlen
38821;11;6;Geographic Area Code;Lüdersdorf 
38822;11;6;Geographic Area Code;Diedrichshagen bei Grevesmühlen
38823;11;6;Geographic Area Code;Selmsdorf
38824;11;6;Geographic Area Code;Mallentin
38825;11;6;Geographic Area Code;Klütz
38826;11;6;Geographic Area Code;Dassow
38827;11;6;Geographic Area Code;Kalkhorst
38828;11;6;Geographic Area Code;Schönberg 
3883;11;6;Geographic Area Code;Hagenow
38841;11;6;Geographic Area Code;Neuhaus Elbe
38842;11;6;Geographic Area Code;Lüttenmark
38843;11;6;Geographic Area Code;Bennin
38844;11;6;Geographic Area Code;Gülze
38845;11;6;Geographic Area Code;Kaarssen
38847;11;6;Geographic Area Code;Boizenburg Elbe
38848;11;6;Geographic Area Code;Vellahn
38850;11;6;Geographic Area Code;Gammelin
38851;11;6;Geographic Area Code;Zarrentin 
38852;11;6;Geographic Area Code;Wittenburg
38853;11;6;Geographic Area Code;Drönnewitz bei Hagenow
38854;11;6;Geographic Area Code;Redefin
38855;11;6;Geographic Area Code;Lübtheen
38856;11;6;Geographic Area Code;Pritzier bei Hagenow
38858;11;6;Geographic Area Code;Lassahn
38859;11;6;Geographic Area Code;Alt Zachun
3886;11;6;Geographic Area Code;Gadebusch
38871;11;6;Geographic Area Code;Mühlen Eichsen
38872;11;6;Geographic Area Code;Rehna
38873;11;6;Geographic Area Code;Carlow
38874;11;6;Geographic Area Code;Lützow
38875;11;6;Geographic Area Code;Schlagsdorf bei Gadebusch
38876;11;6;Geographic Area Code;Roggendorf
39000;11;6;Geographic Area Code;Beetzendorf
39001;11;6;Geographic Area Code;Apenburg
39002;11;6;Geographic Area Code;Oebisfelde
39003;11;6;Geographic Area Code;Jübar
39004;11;6;Geographic Area Code;Köckte bei Gardelegen
39005;11;6;Geographic Area Code;Kusey
39006;11;6;Geographic Area Code;Miesterhorst
39007;11;6;Geographic Area Code;Tangeln
39008;11;6;Geographic Area Code;Kunrau
39009;11;6;Geographic Area Code;Badel
3901;11;6;Geographic Area Code;Salzwedel
3902;11;6;Geographic Area Code;Diesdorf Altm
39030;11;6;Geographic Area Code;Brunau
39031;11;6;Geographic Area Code;Dähre
39032;11;6;Geographic Area Code;Mahlsdorf bei Salzwedel
39033;11;6;Geographic Area Code;Wallstawe
39034;11;6;Geographic Area Code;Fleetmark
39035;11;6;Geographic Area Code;Kuhfelde
39036;11;6;Geographic Area Code;Binde
39037;11;6;Geographic Area Code;Pretzier
39038;11;6;Geographic Area Code;Henningen
39039;11;6;Geographic Area Code;Bonese
3904;11;6;Geographic Area Code;Haldensleben
39050;11;6;Geographic Area Code;Bartensleben
39051;11;6;Geographic Area Code;Calvörde
39052;11;6;Geographic Area Code;Erxleben bei Haldensleben
39053;11;6;Geographic Area Code;Süplingen
39054;11;6;Geographic Area Code;Flechtingen
39055;11;6;Geographic Area Code;Hörsingen
39056;11;6;Geographic Area Code;Klüden
39057;11;6;Geographic Area Code;Rätzlingen Sachsen-Anhalt
39058;11;6;Geographic Area Code;Uthmöden
39059;11;6;Geographic Area Code;Wegenstedt
39061;11;6;Geographic Area Code;Weferlingen
39062;11;6;Geographic Area Code;Bebertal
3907;11;6;Geographic Area Code;Gardelegen
39080;11;6;Geographic Area Code;Kalbe Milde
39081;11;6;Geographic Area Code;Kakerbeck Sachsen-Anhalt
39082;11;6;Geographic Area Code;Mieste
39083;11;6;Geographic Area Code;Messdorf
39084;11;6;Geographic Area Code;Lindstedt
39085;11;6;Geographic Area Code;Zichtau
39086;11;6;Geographic Area Code;Jävenitz
39087;11;6;Geographic Area Code;Jerchel Altmark
39088;11;6;Geographic Area Code;Letzlingen
39089;11;6;Geographic Area Code;Bismark Altmark
3909;11;6;Geographic Area Code;Klötze Altmark
391;11;6;Geographic Area Code;Magdeburg
39200;11;6;Geographic Area Code;Gommern
39201;11;6;Geographic Area Code;Wolmirstedt
39202;11;6;Geographic Area Code;Gross Ammensleben
39203;11;6;Geographic Area Code;Barleben
39204;11;6;Geographic Area Code;Niederndodeleben
39205;11;6;Geographic Area Code;Langenweddingen
39206;11;6;Geographic Area Code;Eichenbarleben
39207;11;6;Geographic Area Code;Colbitz
39208;11;6;Geographic Area Code;Loitsche
39209;11;6;Geographic Area Code;Wanzleben
3921;11;6;Geographic Area Code;Burg bei Magdeburg
39221;11;6;Geographic Area Code;Möckern bei Magdeburg
39222;11;6;Geographic Area Code;Möser
39223;11;6;Geographic Area Code;Theessen
39224;11;6;Geographic Area Code;Büden
39225;11;6;Geographic Area Code;Altengrabow
39226;11;6;Geographic Area Code;Hohenziatz
3923;11;6;Geographic Area Code;Zerbst
39241;11;6;Geographic Area Code;Leitzkau
39242;11;6;Geographic Area Code;Prödel
39243;11;6;Geographic Area Code;Nedlitz bei Zerbst
39244;11;6;Geographic Area Code;Steutz
39245;11;6;Geographic Area Code;Loburg
39246;11;6;Geographic Area Code;Lindau Anh
39247;11;6;Geographic Area Code;Güterglück
39248;11;6;Geographic Area Code;Dobritz
3925;11;6;Geographic Area Code;Stassfurt
39262;11;6;Geographic Area Code;Güsten Anh
39263;11;6;Geographic Area Code;Unseburg
39264;11;6;Geographic Area Code;Kroppenstedt
39265;11;6;Geographic Area Code;Löderburg
39266;11;6;Geographic Area Code;Förderstedt
39267;11;6;Geographic Area Code;Schneidlingen
39268;11;6;Geographic Area Code;Egeln
3928;11;6;Geographic Area Code;Schönebeck Elbe
39291;11;6;Geographic Area Code;Calbe Saale
39292;11;6;Geographic Area Code;Biederitz
39293;11;6;Geographic Area Code;Dreileben
39294;11;6;Geographic Area Code;Gross Rosenburg
39295;11;6;Geographic Area Code;Zuchau
39296;11;6;Geographic Area Code;Welsleben
39297;11;6;Geographic Area Code;Eickendorf Kreis Schönebeck
39298;11;6;Geographic Area Code;Barby Elbe
3931;11;6;Geographic Area Code;Stendal
39320;11;6;Geographic Area Code;Schinne
39321;11;6;Geographic Area Code;Arneburg
39322;11;6;Geographic Area Code;Tangermünde
39323;11;6;Geographic Area Code;Schönhausen Elbe
39324;11;6;Geographic Area Code;Kläden bei Stendal
39325;11;6;Geographic Area Code;Vinzelberg
39327;11;6;Geographic Area Code;Klietz
39328;11;6;Geographic Area Code;Rochau
39329;11;6;Geographic Area Code;Möringen
3933;11;6;Geographic Area Code;Genthin
39341;11;6;Geographic Area Code;Redekin
39342;11;6;Geographic Area Code;Gladau
39343;11;6;Geographic Area Code;Jerichow
39344;11;6;Geographic Area Code;Güsen
39345;11;6;Geographic Area Code;Parchen
39346;11;6;Geographic Area Code;Tucheim
39347;11;6;Geographic Area Code;Kade
39348;11;6;Geographic Area Code;Klitsche
39349;11;6;Geographic Area Code;Parey Elbe
3935;11;6;Geographic Area Code;Tangerhütte
39361;11;6;Geographic Area Code;Lüderitz
39362;11;6;Geographic Area Code;Grieben bei Tangerhütte
39363;11;6;Geographic Area Code;Angern
39364;11;6;Geographic Area Code;Dolle
39365;11;6;Geographic Area Code;Bellingen bei Stendal
39366;11;6;Geographic Area Code;Kehnert
3937;11;6;Geographic Area Code;Osterburg Altmark
39382;11;6;Geographic Area Code;Kamern
39383;11;6;Geographic Area Code;Sandau Elbe
39384;11;6;Geographic Area Code;Arendsee Altmark
39386;11;6;Geographic Area Code;Seehausen Altmark
39387;11;6;Geographic Area Code;Havelberg
39388;11;6;Geographic Area Code;Goldbeck Altm
39389;11;6;Geographic Area Code;Schollene
39390;11;6;Geographic Area Code;Iden
39391;11;6;Geographic Area Code;Lückstedt
39392;11;6;Geographic Area Code;Rönnebeck Sachsen-Anhalt
39393;11;6;Geographic Area Code;Werben Elbe
39394;11;6;Geographic Area Code;Hohenberg-Krusemark
39395;11;6;Geographic Area Code;Wanzer
39396;11;6;Geographic Area Code;Neukirchen Altmark
39397;11;6;Geographic Area Code;Geestgottberg
39398;11;6;Geographic Area Code;Gross Garz
39399;11;6;Geographic Area Code;Kleinau
39400;11;6;Geographic Area Code;Wefensleben
39401;11;6;Geographic Area Code;Neuwegersleben
39402;11;6;Geographic Area Code;Völpke
39403;11;6;Geographic Area Code;Gröningen Sachsen-Anhalt
39404;11;6;Geographic Area Code;Ausleben
39405;11;6;Geographic Area Code;Hötensleben
39406;11;6;Geographic Area Code;Harbke
39407;11;6;Geographic Area Code;Seehausen Börde
39408;11;6;Geographic Area Code;Hadmersleben
39409;11;6;Geographic Area Code;Eilsleben
3941;11;6;Geographic Area Code;Halberstadt
39421;11;6;Geographic Area Code;Osterwieck
39422;11;6;Geographic Area Code;Badersleben
39423;11;6;Geographic Area Code;Wegeleben
39424;11;6;Geographic Area Code;Schwanebeck Sachsen-Anhalt
39425;11;6;Geographic Area Code;Dingelstedt am Huy
39426;11;6;Geographic Area Code;Hessen
39427;11;6;Geographic Area Code;Ströbeck
39428;11;6;Geographic Area Code;Pabstorf
3943;11;6;Geographic Area Code;Wernigerode
3944;11;6;Geographic Area Code;Blankenburg Harz
39451;11;6;Geographic Area Code;Wasserleben
39452;11;6;Geographic Area Code;Ilsenburg
39453;11;6;Geographic Area Code;Derenburg
39454;11;6;Geographic Area Code;Elbingerode Harz
39455;11;6;Geographic Area Code;Schierke
39456;11;6;Geographic Area Code;Altenbrak
39457;11;6;Geographic Area Code;Benneckenstein Harz
39458;11;6;Geographic Area Code;Heudeber
39459;11;6;Geographic Area Code;Hasselfelde
3946;11;6;Geographic Area Code;Quedlinburg
3947;11;6;Geographic Area Code;Thale
39481;11;6;Geographic Area Code;Hedersleben bei Aschersleben
39482;11;6;Geographic Area Code;Gatersleben
39483;11;6;Geographic Area Code;Ballenstedt
39484;11;6;Geographic Area Code;Harzgerode
39485;11;6;Geographic Area Code;Gernrode Harz
39487;11;6;Geographic Area Code;Friedrichsbrunn
39488;11;6;Geographic Area Code;Güntersberge
39489;11;6;Geographic Area Code;Strassberg Harz
3949;11;6;Geographic Area Code;Oschersleben Bode
395;11;6;Geographic Area Code;Neubrandenburg
39600;11;6;Geographic Area Code;Zwiedorf
39601;11;6;Geographic Area Code;Friedland 
39602;11;6;Geographic Area Code;Kleeth
39603;11;6;Geographic Area Code;Burg Stargard
39604;11;6;Geographic Area Code;Wildberg bei Altentreptow
39605;11;6;Geographic Area Code;Gross Nemerow
39606;11;6;Geographic Area Code;Glienke
39607;11;6;Geographic Area Code;Kotelow
